@relation train_model

@attribute numHashtags numeric
@attribute numUpperCases numeric
@attribute numUrls numeric
@attribute sentimentScore numeric
@attribute cntFollowers numeric
@attribute cntFriends numeric
@attribute followers2friends numeric
@attribute diffInDays numeric
@attribute cntLists numeric
@attribute cntPosts numeric
@attribute cntAdjective numeric
@attribute cntAdverbs numeric
@attribute cntVerbs numeric
@attribute meanWordsPerSentence numeric
@attribute meanWordLength numeric
@attribute class {normal,spam,aggressive,bully}

@data
1.5,2.333333,1.333333,-0.17,1390,809,1.718171,686,179,32496,8,2,16,14.667,26.142,spam
3.666667,0.5,0.833333,-0.17,18,152,0.118421,181,2,137,7,4,13,14,7.956,normal
3.166667,12.333333,0,-0.17,6585,338,19.482249,761,13,17739,1,1,17,17.833,16.553,spam
1,2.833333,0,-0.17,2051,2025,1.01284,1729,35,482944,1,0,4,8.5,5.066,normal
2,5.333333,1,-0.17,511,62,8.241935,2748,77,376713,4,0,8,17.833,6.556,spam
1,0.333333,1,-0.17,54,67,0.80597,837,0,8052,7,0,3,15,7.434,spam
2.833333,1,1.333333,-0.17,126,7,18,328,39,5112,8,0,4,13.167,8.109,normal
1,0.333333,1,-0.17,0,3,0,544,0,3338,2,2,12,15.833,7.576,normal
3.666667,1.833333,1,-0.17,74540,67472,1.104755,969,1075,758044,4,1,6,17,7.144,normal
2.6,0.6,0.6,-0.2,855,759,1.126482,2762,27,10463,0,1,4,11.2,9.197,normal
4.2,0.8,1,-0.2,665,658,1.010638,1984,53,26235,3,0,5,11.2,10.836,normal
1,2,0.4,-0.2,560,95,5.894737,711,12,34261,3,3,10,17.6,5.74,normal
2,3.8,0.6,-0.2,721,1292,0.55805,187,11,6907,1,1,8,14.6,7.231,normal
3.5,1.3,1,-0.2,15338,9083,1.688649,476,428,251637,3,6,11,16.6,7.425,normal
3.2,1,1,-0.2,15338,9083,1.688649,476,428,251637,10,2,11,16.9,7.253,normal
3.6,0.8,1,-0.2,15338,9083,1.688649,476,428,251637,5,4,19,17.4,6.958,normal
3.8,1.6,1,-0.2,15338,9083,1.688649,476,428,251637,6,3,10,15.8,7.808,normal
1.1,1.5,0.4,-0.2,799,653,1.223583,579,3,28103,4,4,17,13.6,5.541,spam
0.9,2.3,0.5,-0.2,799,653,1.223583,579,3,28103,6,4,19,13.1,6.539,spam
2,1.8,1,-0.2,978,285,3.431579,2803,74,249955,5,2,8,13.6,6.649,bully
2,1.6,1,-0.2,978,285,3.431579,2803,74,249955,5,0,2,10,7.741,normal
2,1.4,1,-0.2,978,285,3.431579,2803,74,249955,5,1,6,10.6,7.093,normal
3,2.2,0.6,-0.2,22,211,0.104265,181,0,217,4,2,12,15.6,7.009,normal
1.1,3.7,0.2,-0.2,10339,3014,3.430325,1047,124,102931,10,12,32,15.3,5.814,normal
2,0.8,0.6,-0.2,2303,1951,1.18042,1960,154,38053,4,4,17,17.6,5.781,normal
1.1,1.6,0.5,-0.2,1029,1983,0.518911,598,3,15493,5,9,26,10.5,9.532,normal
1,0.4,0.2,-0.2,1092,1595,0.684639,737,2,12482,0,3,1,2.8,11.607,spam
2.6,1.3,0.8,-0.2,660,609,1.083744,994,105,129034,0,1,14,11.3,10.683,normal
1,1.2,0.2,-0.2,41,261,0.157088,1582,0,7955,4,4,21,12.9,6.87,normal
2.8,0.2,0.6,-0.2,161,633,0.254344,1708,42,9745,1,3,13,12.2,7.665,normal
1,6.8,0.4,-0.2,78,148,0.527027,1496,4,15472,2,2,1,11.6,6.31,normal
2.4,1.4,0.8,-0.2,57,123,0.463415,1887,8,2993,4,5,16,18.4,5.778,normal
2.4,4,1,-0.2,453,725,0.624828,986,66,83067,5,0,7,15.6,7.884,spam
2,3,1,-0.2,10200,477,21.383648,1769,63,492613,1,0,5,9.6,5.923,spam
1,0,0,-0.2,104,144,0.722222,399,3,6133,2,0,5,7.4,6.702,normal
1.5,0.5,0.2,-0.2,178,158,1.126582,436,36,98376,5,2,6,6.5,10.921,normal
1,0.6,1,-0.2,83,96,0.864583,1159,0,15956,2,1,0,11.8,8.641,normal
3,0.4,2,-0.2,50,64,0.78125,213,37,3384,8,1,4,13.2,8.037,spam
1,0.2,1,-0.2,0,5,0,550,0,2981,8,0,2,12.6,7.933,normal
1.8,1,0.8,-0.2,283709,235350,1.205477,2202,4327,323778,7,7,22,18,5.594,normal
3.6,1.6,1,-0.2,74540,67472,1.104755,969,1075,758044,3,0,9,16.2,7.641,normal
3.8,0,1,-0.2,74540,67472,1.104755,969,1075,758044,4,0,8,16.8,7.265,normal
3.666667,0.888889,1,-0.22,15338,9083,1.688649,476,428,251637,9,3,16,16.667,7.322,normal
3.5,1125,875,-0.25,945,1203,0.785536,1584,64,15558,8,6,24,16.125,6.488,spam
2125,1375,0.5,-0.25,945,1203,0.785536,1584,64,15558,2,2,5,10.125,11.154,normal
3.5,1125,1,-0.25,15338,9083,1.688649,476,428,251637,4,5,8,17.75,6.809,normal
3.75,2,1,-0.25,15338,9083,1.688649,476,428,251637,10,5,13,17.125,7.15,normal
3875,1.75,1,-0.25,15338,9083,1.688649,476,428,251637,6,0,17,16.75,7.293,normal
1,0.5,0,-0.25,17,33,0.515152,376,1,1341,5,8,17,12.625,7.414,normal
3125,2.5,0.75,-0.25,1,0,1,377,3,2402,8,1,18,15.125,8.304,normal
1,125,1,-0.25,0,6,0,907,0,547,8,0,5,15.625,7.014,spam
3.5,1625,1,-0.25,74540,67472,1.104755,969,1075,758044,7,0,14,17.25,7.143,aggressive
2.285714,0.714286,0.857143,-0.29,945,1203,0.785536,1584,64,15558,7,3,14,12.429,10.203,normal
1.142857,0.428571,1.857143,-0.29,1026,299,3.431438,1590,36,19215,5,1,7,9.571,8.859,normal
2,1.714286,1,-0.29,978,285,3.431579,2803,74,249955,7,4,5,10.286,7.507,normal
3.142857,2,0.285714,-0.29,22,211,0.104265,181,0,217,9,4,19,18,6.183,spam
4.428571,2.571429,0.714286,-0.29,22,211,0.104265,181,0,217,11,6,22,19,6.05,aggressive
2.142857,0.285714,1,-0.29,1595,1594,1.000627,997,89,127501,1,0,15,13.143,9.443,normal
1,1.285714,0.285714,-0.29,263,947,0.277719,509,0,2838,4,9,21,16.714,5.278,normal
1,0.285714,1,-0.29,0,3,0,544,0,3338,9,0,9,14.714,7.332,normal
4,1.428571,1,-0.29,74540,67472,1.104755,969,1075,758044,7,5,10,17.571,6.898,spam
3.8,1.7,1,-0.3,15338,9083,1.688649,476,428,251637,2,3,19,15.8,7.619,normal
3.4,1.2,1,-0.3,15338,9083,1.688649,476,428,251637,8,4,16,16.7,7.287,normal
2.9,0.9,0.6,-0.3,18,152,0.118421,181,2,137,12,6,34,15.9,6.224,normal
2.5,0.666667,0.666667,-0.33,1466,1307,1.121653,605,110,1258,2,3,10,13,7.579,spam
1.833333,3.5,1.5,-0.33,1390,809,1.718171,686,179,32496,8,1,11,15.5,7.593,spam
3.666667,1.666667,1,-0.33,15338,9083,1.688649,476,428,251637,6,2,15,17.167,7.079,bully
3.5,1,1,-0.33,15338,9083,1.688649,476,428,251637,6,1,6,15.5,7.924,normal
3.5,1.333333,0.5,-0.33,22,211,0.104265,181,0,217,5,3,20,18.167,6.795,normal
3.333333,1.333333,0.833333,-0.33,22,211,0.104265,181,0,217,5,6,21,17.444,6.744,normal
4.333333,1.888889,1,-0.33,22,211,0.104265,181,0,217,3,6,17,17.833,6.312,normal
3.333333,2.166667,1,-0.33,24753,23921,1.034781,1152,732,299542,5,4,8,14.667,7.306,spam
1.166667,2.166667,0.333333,-0.33,263,947,0.277719,509,0,2838,1,1,1,7.833,6.694,spam
2.166667,3.333333,1,-0.33,453,725,0.624828,986,66,83067,5,0,5,15.333,8.431,spam
1,0,1,-0.33,83,96,0.864583,1159,0,15956,12,0,1,13.333,8.038,spam
1.333333,1.5,1.333333,-0.33,3,14,0.214286,393,5,3075,5,0,11,13.333,7.736,normal
1,3,0.166667,-0.33,0,0,0,369,0,708,1,0,7,8.167,9.069,normal
4,2.166667,1,-0.33,74540,67472,1.104755,969,1075,758044,8,1,9,17.667,6.87,normal
2125,1,875,-0.38,623,850,0.732941,1374,24,4541,10,6,19,12.875,7.63,normal
3.5,1375,1,-0.38,15338,9083,1.688649,476,428,251637,6,4,8,16.5,7.408,spam
3625,1375,1,-0.38,15338,9083,1.688649,476,428,251637,6,1,14,17.25,6.995,normal
3.5,1125,1,-0.38,15338,9083,1.688649,476,428,251637,5,1,15,17,7.197,normal
1125,2375,0,-0.38,799,653,1.223583,579,3,28103,0,2,7,11.625,4.879,normal
2,2625,875,-0.38,1043,359,2.905292,397,3,10333,0,1,0,13.875,6.677,spam
1.25,2375,0.5,-0.38,158,93,1.698925,734,1,3377,2,5,10,8,8.379,normal
1.25,1125,1.75,-0.38,281,280,1.003571,192,33,3488,3,2,13,14.125,7.187,normal
1,375,1,-0.38,54,67,0.80597,837,0,8052,2,0,4,13.375,7.547,spam
1.2,1.2,0.4,-0.4,938,767,1.222947,1549,34,985,5,0,14,13,8.043,normal
1.2,1.2,0.6,-0.4,1896,1985,0.955164,744,65,54438,5,5,17,19.2,5.824,normal
1.4,0.4,0.6,-0.4,1771,2066,0.857212,1485,137,71332,4,6,12,14.6,6.993,normal
1,0,0,-0.4,391,14,27.928571,772,13,12251,7,2,19,15.2,6.097,normal
4,0.8,0.6,-0.4,1058,706,1.498584,2461,114,129703,3,0,11,14,6.484,normal
3,0.6,1.2,-0.4,111,267,0.41573,204,23,4548,0,1,3,9.2,10.491,spam
2.4,0.2,1,-0.4,623,850,0.732941,1374,24,4541,7,2,11,13.6,7.209,spam
1,1,0.4,-0.4,147,293,0.501706,1116,0,638,1,2,7,7.6,10.025,normal
3.6,1.6,1.2,-0.4,343,1279,0.268178,666,181,42862,7,1,9,16,7.698,normal
2,3.2,0.4,-0.4,5090,5063,1.005333,785,56,499,2,2,13,14.8,6.868,normal
3.6,2.4,1,-0.4,15338,9083,1.688649,476,428,251637,4,1,5,16.4,7.481,normal
3.4,1.4,1,-0.4,15338,9083,1.688649,476,428,251637,4,0,7,15.2,8.035,normal
3.4,1.4,1,-0.4,15338,9083,1.688649,476,428,251637,9,0,6,17,7.129,normal
2,2.8,1,-0.4,978,285,3.431579,2803,74,249955,5,0,4,10.1,9.485,spam
2,1.6,1,-0.4,978,285,3.431579,2803,74,249955,12,0,6,9.4,7.695,spam
2,2.9,1,-0.4,978,285,3.431579,2803,74,249955,7,4,12,11.9,7.127,spam
3,2.6,2.2,-0.4,4883,3189,1.531201,801,1952,265154,2,2,2,12,8.64,normal
3.4,1.7,0.6,-0.4,22,211,0.104265,181,0,217,7,7,21,15.2,6.892,spam
1.4,3.2,1,-0.4,723,452,1.599558,893,6,99237,2,1,7,9.8,8.528,normal
1.2,1.8,0.4,-0.4,872,1083,0.805171,479,1,13926,2,5,6,6.4,11.97,normal
3.2,1.4,1,-0.4,970,2074,0.467695,2764,123,51545,3,3,5,10,10.756,spam
1.2,3.2,0.8,-0.4,3218,1248,2.578526,1187,22,94498,5,2,9,11.8,7.273,normal
3.1,1.7,1,-0.4,660,609,1.083744,994,105,129034,7,1,11,12.9,9.911,bully
1.4,1.8,0.4,-0.4,1043,359,2.905292,397,3,10333,1,0,3,12.2,7.698,normal
1.8,1.8,0.8,-0.4,2100,1369,1.533966,1448,123,16994,7,4,14,15.6,6.243,normal
1.4,1.4,0.8,-0.4,677,666,1.016517,537,141,234081,6,1,9,15.8,6.41,normal
4,0.4,1,-0.4,41,540,0.075926,183,0,193,2,0,0,10.6,6.772,spam
1,2.8,0.4,-0.4,122,37,3.297297,590,1,7965,2,1,9,13.4,5.676,normal
1.4,3,0.8,-0.4,10512,59,178.169491,1846,176,393891,3,6,14,18,5.841,normal
1.4,0.6,1.8,-0.4,13,45,0.288889,404,16,3936,7,2,7,14.2,7.64,normal
1.2,1.2,1.6,-0.4,92,833,0.110444,336,9,3522,3,0,1,14.8,7.028,normal
1,1,1,-0.4,0,2,0,536,0,2513,5,8,28,15.3,7.169,normal
2,1.2,0,-0.4,2,12,0.166667,339,0,1632,3,6,6,10.4,11.548,normal
1.2,1,0.8,-0.4,283709,235350,1.205477,2202,4327,323778,1,3,15,15.8,6.989,normal
3.6,1.2,1,-0.4,74540,67472,1.104755,969,1075,758044,5,1,13,17,7.163,normal
3.6,1,1,-0.4,74540,67472,1.104755,969,1075,758044,8,2,12,16.7,7.311,normal
3.5,1.5,1,-0.4,74540,67472,1.104755,969,1075,758044,5,2,9,16.2,7.592,normal
1.285714,0.857143,1.428571,-0.43,4871,5322,0.915257,2028,125,65956,6,2,12,11.429,7.34,normal
3.571429,0.714286,1,-0.43,15338,9083,1.688649,476,428,251637,10,3,7,15.286,8.083,normal
2,3.571429,1,-0.43,978,285,3.431579,2803,74,249955,6,2,8,8.857,7.648,bully
2,1,1,-0.43,978,285,3.431579,2803,74,249955,7,0,3,11.429,7.91,spam
2,0.142857,0.285714,-0.43,59,120,0.491667,398,1,24269,1,0,5,9.143,8.953,normal
2,1.857143,0.857143,-0.43,499,571,0.873905,620,13,10087,4,2,11,9.714,10.359,normal
3.714286,1.857143,1,-0.43,74540,67472,1.104755,969,1075,758044,4,4,9,17.286,7.042,aggressive
3.714286,1.571429,1,-0.43,74540,67472,1.104755,969,1075,758044,8,3,17,18.286,6.609,normal
2.666667,0.833333,0.5,-0.5,35,990,0.035354,148,19,125,3,6,19,15.167,6.106,spam
2.666667,0.833333,0.5,-0.5,35,990,0.035354,148,19,125,3,6,19,15.167,6.106,normal
3.9,1.6,1,-0.5,15338,9083,1.688649,476,428,251637,12,4,16,16.2,7.543,normal
3.9,1.1,1,-0.5,15338,9083,1.688649,476,428,251637,5,3,11,16.5,7.415,normal
3.8,1.7,1,-0.5,15338,9083,1.688649,476,428,251637,13,6,22,16.8,7.243,normal
3.333333,1.5,1,-0.5,15338,9083,1.688649,476,428,251637,10,6,22,17.8,6.856,normal
3.833333,2,1,-0.5,15338,9083,1.688649,476,428,251637,3,1,6,16.833,7.229,normal
3.6,1.8,1,-0.5,15338,9083,1.688649,476,428,251637,6,2,16,15.8,7.725,normal
2.1,2.4,1,-0.5,978,285,3.431579,2803,74,249955,8,1,1,9.9,8.322,spam
3.666667,2.5,0.5,-0.5,18,152,0.118421,181,2,137,5,2,22,19,6.165,normal
1,0.5,1.166667,-0.5,35280,18786,1.877994,1749,434,66045,4,0,1,5,17.38,normal
2.4,1.3,0.6,-0.5,660,609,1.083744,994,105,129034,10,0,15,15.2,8.474,aggressive
3.4,1.8,0.8,-0.5,660,609,1.083744,994,105,129034,4,6,20,15.1,7.729,aggressive
2,0.666667,0.166667,-0.5,2558,965,2.650777,1251,112,1905,7,6,26,18.833,5.295,normal
1.5,0,0,-0.5,8,3,2.666667,380,0,3571,3,1,0,3,13.722,spam
5,375,1,-0.5,23351,8399,2.780212,1162,66,47447,3,0,4,13.125,6.145,spam
2,0,0,-0.5,1,0,1,384,0,1618,7,3,30,15.167,6.031,normal
1,0.833333,0,-0.5,2,19,0.105263,351,0,66,4,2,21,16.333,6.067,normal
3625,875,1,-0.5,74540,67472,1.104755,969,1075,758044,10,3,19,16.5,7.52,normal
3.333333,0.777778,1,-0.56,74540,67472,1.104755,969,1075,758044,8,6,21,17.222,7.2,normal
3.571429,2.571429,1,-0.57,15338,9083,1.688649,476,428,251637,3,3,16,17.714,6.854,normal
3.428571,1.142857,1,-0.57,15338,9083,1.688649,476,428,251637,6,2,9,16.143,7.637,normal
3.571429,0.857143,1,-0.57,15338,9083,1.688649,476,428,251637,8,3,15,17.286,7.012,normal
2,2.714286,1,-0.57,978,285,3.431579,2803,74,249955,5,2,6,10,7.294,spam
2.714286,1.571429,0.714286,-0.57,18,152,0.118421,181,2,137,10,1,18,17.286,6.254,spam
3.571429,0.571429,1,-0.57,74540,67472,1.104755,969,1075,758044,3,3,16,16.286,7.543,normal
1.4,0.6,0.8,-0.6,411,235,1.748936,1427,68,25479,2,3,15,15.2,7.482,normal
1.6,1.2,0.4,-0.6,1570,2247,0.698709,2883,15,60143,8,3,14,13.4,6.092,normal
3.4,1.4,1,-0.6,15338,9083,1.688649,476,428,251637,6,0,6,16.8,7.244,normal
3.6,1.6,1,-0.6,15338,9083,1.688649,476,428,251637,8,1,10,16.2,7.592,normal
3.1,0.9,0.9,-0.6,18,152,0.118421,181,2,137,10,2,18,15.1,7.279,normal
2.7,1.7,0.5,-0.6,22,211,0.104265,181,0,217,12,5,20,17.5,6.355,normal
1.4,0.8,0.8,-0.6,17064,9949,1.715147,1774,855,38196,6,2,11,14.6,5.889,normal
2.7,1.4,1.1,-0.6,1595,1594,1.000627,997,89,127501,6,0,19,14.3,8.898,aggressive
2,3.4,0.6,-0.6,153,974,0.157084,193,5,118,2,3,11,17,6.46,normal
1.2,0.6,1,-0.6,1309,297,4.407407,2108,217,82966,3,2,15,11,14.519,normal
1,0,1,-0.6,209,330,0.633333,1017,3,12691,7,0,2,11.6,8.21,spam
1.4,1.4,1.2,-0.6,126,7,18,328,39,5112,4,2,5,11.6,8.293,normal
2,1.6,1,-0.6,10,0,10,329,3,497,3,0,9,10.6,7.06,normal
2,1.6,1,-0.6,10,0,10,329,3,497,3,0,9,10.6,7.06,normal
3625,1,1,-0.63,15338,9083,1.688649,476,428,251637,3,3,13,17,8.054,aggressive
2,1.75,1,-0.63,978,285,3.431579,2803,74,249955,9,2,9,17.125,7.115,spam
4.25,1375,875,-0.63,22,211,0.104265,181,0,217,9,0,5,9.5,8.517,normal
1,1375,875,-0.63,5367,2086,2.572867,1728,48,32625,9,4,17,17,6.818,spam
1.5,375,0.5,-0.63,1364,1309,1.042017,1583,12,25160,1,1,8,12.25,6.974,normal
2,375,125,-0.63,1,2,0.5,605,0,7458,2,5,4,15.625,6.591,normal
3.5,0.5,1,-0.67,15338,9083,1.688649,476,428,251637,1,3,7,9.125,9.066,normal
3.833333,0.666667,1,-0.67,15338,9083,1.688649,476,428,251637,4,3,15,17.167,7.079,normal
3.833333,1.166667,1,-0.67,15338,9083,1.688649,476,428,251637,3,0,8,16,7.668,normal
3.5,1.333333,1,-0.67,15338,9083,1.688649,476,428,251637,6,3,5,17.5,6.987,normal
3.166667,0.666667,1,-0.67,22,211,0.104265,181,0,217,4,0,9,16.5,7.508,normal
1.5,0.666667,1,-0.67,175,149,1.174497,1783,3,10388,2,3,11,12.5,7.269,normal
3,0,1,-0.67,41,540,0.075926,183,0,193,1,2,12,12.667,7.985,spam
4,0.5,1,-0.67,41,540,0.075926,183,0,193,0,0,4,10.667,6.86,spam
4,0.833333,1,-0.67,41,540,0.075926,183,0,193,1,0,1,11.667,6.661,normal
3,0.166667,2,-0.67,47,63,0.746032,213,54,6494,2,0,2,12.333,6.377,spam
4,0.666667,1,-0.67,74540,67472,1.104755,969,1075,758044,8,2,14,13.833,7.902,normal
3.7,1.5,1,-0.7,15338,9083,1.688649,476,428,251637,13,1,13,17.3,6.963,normal
3.8,1.9,1,-0.7,15338,9083,1.688649,476,428,251637,6,3,17,16.4,7.533,normal
4,0.6,1,-0.7,41,540,0.075926,183,0,193,4,0,7,12.4,6.38,spam
3.1,1.9,1,-0.7,241,31,7.774194,1278,44,411569,2,0,7,6.7,10.025,spam
3.714286,0.857143,1,-0.71,15338,9083,1.688649,476,428,251637,7,1,10,16.857,7.206,normal
3.285714,1,1,-0.71,15338,9083,1.688649,476,428,251637,4,0,10,16,7.724,normal
3.428571,1.571429,0.714286,-0.71,22,211,0.104265,181,0,217,4,2,20,16.143,6.727,aggressive
3,0.285714,1,-0.71,23351,8399,2.780212,1162,66,47447,1,0,0,9.286,6.84,spam
3.5,1.5,1,-0.75,15338,9083,1.688649,476,428,251637,11,2,8,15.5,7.931,normal
2.888889,1.666667,0.777778,-0.78,18,152,0.118421,181,2,137,11,3,28,19.667,6.023,normal
1.2,0.8,0.6,-0.8,145,123,1.178862,210,20,8627,5,5,18,17.8,5.601,normal
1,0.2,0.4,-0.8,1546,1707,0.905682,2209,84,39830,4,2,13,10.6,8.217,normal
3.7,1.8,1,-0.8,15338,9083,1.688649,476,428,251637,3,1,7,17.8,6.829,normal
3.4,2.4,1,-0.8,15338,9083,1.688649,476,428,251637,6,2,18,16.7,7.294,normal
3.5,1.9,1,-0.8,15338,9083,1.688649,476,428,251637,11,6,16,17.6,6.88,normal
4,1.6,1,-0.8,74540,67472,1.104755,969,1075,758044,4,1,7,17,7.165,normal
1,0.5,0.166667,-0.83,625,1160,0.538793,219,26,9014,7,7,22,15,6.691,aggressive
3.666667,1.333333,1,-0.83,15338,9083,1.688649,476,428,251637,8,1,9,16.333,7.415,spam
3.666667,1,1,-0.83,15338,9083,1.688649,476,428,251637,3,3,13,17.167,7.09,spam
2,2.333333,1,-0.83,978,285,3.431579,2803,74,249955,3,4,7,12.333,6.754,spam
2,2,1,-0.83,978,285,3.431579,2803,74,249955,3,0,7,12,8.643,normal
4,0.142857,1,-0.86,41,540,0.075926,183,0,193,0,0,1,10.286,6.922,spam
3.3,0.9,1,-0.9,15338,9083,1.688649,476,428,251637,11,2,16,16.3,7.519,spam
1.2,0.8,0.2,-1,885,322,2.748447,734,136,32275,5,4,19,19.2,5.982,normal
3.6,0.4,0.8,-1,48728,25980,1.875597,2039,295,25603,5,4,9,13.6,9.114,aggressive
3.6,1.8,1,-1,15338,9083,1.688649,476,428,251637,7,0,9,16.143,7.58,spam
3.857143,0.571429,1,-1,15338,9083,1.688649,476,428,251637,4,2,9,17.2,7.059,normal
3.6,2,1,-1,15338,9083,1.688649,476,428,251637,12,3,23,17.1,7.164,normal
1,0.428571,0.428571,-1,2583,419,6.164678,370,128,14014,6,4,20,12,8.846,normal
2,2.333333,1,-1,978,285,3.431579,2803,74,249955,7,2,5,10.333,7.138,bully
2375,0,1,-1,1595,1594,1.000627,997,89,127501,0,0,17,13.875,9.135,normal
1,2.833333,2,-1,12211,6536,1.868268,639,88,16130,6,0,6,10.667,7.618,spam
4,1,1,-1,41,540,0.075926,183,0,193,3,0,1,11.5,6.529,spam
4,0.6,1,-1,41,540,0.075926,183,0,193,1,0,3,11,6.558,spam
2,0.8,0.8,-1,9,68,0.132353,768,0,114,4,8,14,17,6.539,normal
1,0.5,1.666667,-1,179,152,1.177632,409,24,38820,2,0,14,13.333,8.332,spam
3375,375,1,-1,126,7,18,328,39,5112,7,7,9,13.5,8.78,bully
3.8,0.8,1,-1,74540,67472,1.104755,969,1075,758044,5,2,4,17,7.174,normal
3.9,1.6,1,-1.1,15338,9083,1.688649,476,428,251637,12,3,18,16.8,7.269,normal
3.7,1.5,1.1,-1.1,15338,9083,1.688649,476,428,251637,11,5,13,16.9,7.285,normal
4,0.5,1,-1.1,41,540,0.075926,183,0,193,2,0,4,10.3,6.719,spam
4,0.4,1,-1.1,41,540,0.075926,183,0,193,4,0,5,11.4,6.778,spam
4,625,1,-1.13,41,540,0.075926,183,0,193,5,0,2,11,6.532,spam
1,1.857143,0.571429,-1.14,1888,1005,1.878607,820,14,60422,8,4,20,17.286,7.053,spam
2,2.333333,1,-1.17,978,285,3.431579,2803,74,249955,6,3,5,10.5,7.687,spam
3,0.166667,1,-1.17,23351,8399,2.780212,1162,66,47447,1,0,2,9.167,6.756,aggressive
3.4,1.6,1,-1.2,15338,9083,1.688649,476,428,251637,7,2,6,15.6,7.821,normal
4,1.2,1,-1.2,41,540,0.075926,183,0,193,1,0,2,10,7.024,spam
3,0.6,1,-1.2,23351,8399,2.780212,1162,66,47447,6,0,2,10.6,6.608,spam
3,0.5,1,-1.2,23351,8399,2.780212,1162,66,47447,8,1,8,10.7,6.74,spam
1.6,2.2,0.4,-1.2,14,3,4.666667,421,5,2527,4,6,15,16,8.312,aggressive
3.714286,1.428571,1,-1.29,15338,9083,1.688649,476,428,251637,8,5,14,16.714,7.321,normal
4,0.5,1,-1.3,41,540,0.075926,183,0,193,8,0,3,11.3,6.455,spam
3,0.166667,1,-1.33,23351,8399,2.780212,1162,66,47447,3,0,4,10.5,6.695,normal
1.75,1,0.5,-1.38,38,161,0.236025,2554,0,15662,9,2,24,16.375,6.348,bully
1.75,1,0.5,-1.38,38,161,0.236025,2554,0,15662,9,2,24,16.375,6.348,aggressive
0.8,0.4,0.8,-1.4,1755,2207,0.795197,775,240,164190,5,5,16,14.8,8.807,aggressive
4,1.4,1,-1.4,15338,9083,1.688649,476,428,251637,5,1,9,16.2,7.592,normal
4,0.6,1,-1.4,41,540,0.075926,183,0,193,4,0,2,10.8,6.69,aggressive
4,0.6,1,-1.4,1911,2000,0.9555,517,40,128301,0,0,0,9.4,9.856,spam
4.666667,0.166667,1,-1.5,23351,8399,2.780212,1162,66,47447,2,0,2,10.5,6.381,spam
3.333333,1.5,1.166667,-1.67,1595,1594,1.000627,997,89,127501,6,0,15,15.5,7.617,bully
1.4,0,1,-1.8,293,239,1.225941,558,35,6160,4,3,20,18.4,6.515,normal
2.333333,2,0.833333,-1.83,72,78,0.923077,2475,8,2226,6,6,22,16.167,7.233,normal
4,0.333333,1,-2,939,40,23475,502,9,17123,4,4,11,12.667,7.103,normal
1,1,0,-2.57,151,10,15.1,379,2,17615,1,1,10,3,5.143,normal
1,1,0,-3,151,10,15.1,379,2,17615,1,0,5,3,4.933,aggressive
1,1,0,-3,151,10,15.1,379,2,17615,0,0,6,3,4.722,aggressive
1,1,0,-3,151,10,15.1,379,2,17615,0,0,8,3,5.889,aggressive
