@relation train_model

@attribute numHashtags numeric
@attribute numUpperCases numeric
@attribute numUrls numeric
@attribute sentimentScore numeric
@attribute cntFollowers numeric
@attribute cntFriends numeric
@attribute followers2friends numeric
@attribute diffInDays numeric
@attribute cntLists numeric
@attribute cntPosts numeric
@attribute cntAdjective numeric
@attribute cntAdverbs numeric
@attribute cntVerbs numeric
@attribute meanWordsPerSentence numeric
@attribute meanWordLength numeric
@attribute class {normal,spam,aggressive,bully}

@data
3.6,2.6,1,0.6,15338,9083,1.688649,476,428,251637,1,1,10,17.8,6.787,normal
2.4,1.2,1.2,0.6,2918,3134,0.931078,431,85,23642,9,2,10,15.2,7.426,spam
1.8,2.8,0.4,0.6,1236,3108,0.397683,477,2,2949,2,5,9,12.8,6.755,normal
3.5,1,0.7,0.6,18,152,0.118421,181,2,137,9,1,36,17.2,6.682,normal
1.6,4.2,1.2,0.6,24753,23921,1.034781,1152,732,299542,2,2,7,12.4,7.583,spam
1,2.4,0.4,0.6,679,1265,0.536759,1380,4,7087,2,4,10,14,5.647,normal
1,6.6,0,0.6,1473,1914,0.769592,522,1,4991,1,2,8,11.8,5.588,spam
3.2,5.4,1,0.6,2635,2395,1.100209,1799,76,248343,4,1,7,13.8,6.773,spam
1,2,0.4,0.6,1913,1453,1.316586,2446,17,49209,4,7,11,16.6,5.615,normal
1,1.6,0.2,0.6,124,1125,0.110222,406,12,8166,3,4,8,13.2,5.967,normal
2.4,6,0,0.6,265,824,0.321602,354,0,1916,2,5,23,16.6,7.622,normal
2.2,0.7,0.9,0.6,660,609,1.083744,994,105,129034,3,0,18,13.2,10.094,bully
3.1,2.2,0.6,0.6,660,609,1.083744,994,105,129034,1,1,10,11.5,10.369,bully
2.4,1.6,0.5,0.6,660,609,1.083744,994,105,129034,0,1,11,12.1,10.627,bully
3,1.3,0.9,0.6,660,609,1.083744,994,105,129034,0,0,11,10.7,11.549,aggressive
3.4,1.2,1,0.6,660,609,1.083744,994,105,129034,4,3,21,15,8.467,normal
1.8,1.8,0.2,0.6,276,1104,0.25,576,23,35612,5,1,10,9.8,9.861,normal
1.6,7.8,0.3,0.6,11236,2024,5.551383,1558,9,25130,4,13,29,14.2,6.593,spam
1,2.4,0.2,0.6,190,48,3.958333,427,0,6955,3,3,15,15.6,4.641,normal
1,0,0.4,0.6,41,261,0.157088,1582,0,7955,1,1,4,10.4,8.04,normal
1,2.6,0.2,0.6,968,1333,0.726182,817,5,34900,2,0,2,9.8,7.519,normal
1.1,0,0.4,0.6,327,151,2.165563,436,9,46996,9,4,22,14.1,7.026,normal
1,2.1,0.6,0.6,327,151,2.165563,436,9,46996,2,1,4,8.5,9.311,normal
2.6,1.6,0.8,0.6,1070,486,2.201646,2118,70,179496,4,1,11,15.8,6.853,normal
1.8,1.4,0.6,0.6,46,47,0.978723,652,25,43553,1,0,3,10.8,10.79,normal
1.6,1.2,0.2,0.6,55,310,0.177419,928,5,13397,3,3,4,10.2,7.749,normal
0.9,1.1,0.3,0.6,13,23,0.565217,377,1,1265,12,6,15,12.3,8.155,normal
2,2.4,0.2,0.6,34,7,4.857143,410,6,40577,4,2,8,10.9,8.997,normal
1.9,1.6,0.2,0.6,34,7,4.857143,410,6,40577,5,2,17,12.2,8.328,normal
1,0.1,0,0.6,5,10,0.5,407,1,3945,4,7,10,9.2,8.342,spam
1,0.3,0,0.6,104,144,0.722222,399,3,6133,5,8,18,9.5,7.266,normal
1,0,0.2,0.6,104,144,0.722222,399,3,6133,3,1,7,11,6.34,normal
3.6,5.2,1,0.6,513,0,513,471,264,99093,0,0,22,13.9,9.48,spam
2.8,2.4,0.8,0.6,513,0,513,471,264,99093,4,0,5,15.8,8.236,normal
3.8,1.6,1,0.6,55,0,55,375,70,28079,1,2,16,17.6,6.78,bully
1,1.2,0.4,0.6,18,7,2.571429,364,8,15536,1,1,11,11.8,10.498,normal
1,0.2,0,0.6,3,1,3,385,2,4392,0,1,19,12.9,9.482,normal
1,1.2,0,0.6,5,144,0.034722,430,0,3401,0,0,9,11.7,11.102,normal
2.7,1.3,1,0.6,1,0,1,377,3,2402,10,2,13,12.1,8.534,spam
2.6,1.2,0.9,0.6,1,0,1,377,3,2402,5,2,19,16.2,5.173,spam
3,1.1,0.9,0.6,1,0,1,377,3,2402,6,3,17,17.2,4.871,spam
1,0.2,0.2,0.6,14,11,1.272727,360,0,2187,4,1,16,10.4,9.258,normal
1,3.6,0.6,0.6,0,0,0,369,0,708,5,1,4,12.6,6.38,spam
2.2,7,1,0.6,6,0,6,402,0,568,2,0,5,14.8,13.154,spam
3,2,2,0.6,4,0,4,300,3,450,5,3,9,13.4,8.842,spam
1,8.6,0,0.6,0,0,0,336,0,258,5,2,7,12.8,5.492,normal
3.8,1,1,0.6,74540,67472,1.104755,969,1075,758044,0,0,8,16,4.502,normal
1,3.571429,0.285714,0.57,799,653,1.223583,579,3,28103,5,4,15,18.4,6.597,normal
1.142857,2.857143,0.714286,0.57,1364,1309,1.042017,1583,12,25160,2,2,11,11.429,5.144,normal
1,6.142857,0.428571,0.57,65,62,1.048387,399,0,83,3,4,7,13.714,6.356,normal
1,2.428571,0.571429,0.57,78,148,0.527027,1496,4,15472,6,4,10,14.429,5.482,spam
1.142857,1.142857,0.142857,0.57,77,128,0.601563,383,3,9140,3,1,4,8.857,8.006,normal
1.857143,2,0.428571,0.57,34,7,4.857143,410,6,40577,0,0,7,8.857,6.979,spam
1,0.714286,0,0.57,1,2,0.5,605,0,7458,2,4,13,12.429,8.319,normal
1.857143,1.142857,0,0.57,83,29,2.862069,426,40,33809,3,6,9,9.714,7.461,normal
1.428571,2.285714,0,0.57,7,57,0.122807,763,5,1759,5,3,9,8.429,11.354,normal
1.285714,2.714286,0,0.57,37774,28511,1.324892,2541,2726,271172,1,0,2,9.714,10.427,normal
1.222222,1.555556,0.555556,0.56,778,385,2.020779,938,4,27218,6,8,38,21,4.513,spam
1,7.111111,0.555556,0.56,5367,2086,2.572867,1728,48,32625,9,9,22,15,5.197,normal
2,5.666667,0,0.56,4,101,0.039604,1025,0,20743,3,8,23,15.111,5.988,normal
1,0.666667,0.777778,0.56,17,156,0.108974,458,0,677,0,1,5,10.556,7.596,normal
0.888889,4.888889,0.666667,0.56,49,46,1.065217,424,3,5622,5,0,10,8.111,10.894,normal
1.111111,2,0.333333,0.56,77,128,0.601563,383,3,9140,5,5,8,11.889,7.919,normal
0.833333,1.333333,0.333333,0.5,846,760,1.113158,1915,29,27206,4,6,18,16.333,5.843,normal
1.8,2.1,0.5,0.5,945,1203,0.785536,1584,64,15558,12,10,23,17.3,7.847,normal
1,1.333333,1.166667,0.5,1664,2112,0.787879,1218,90,82631,1,4,16,14,7.321,spam
5,1.25,1125,0.5,24753,23921,1.034781,1152,732,299542,4,1,3,12.25,8.762,normal
1.166667,6.833333,0.333333,0.5,1473,1914,0.769592,522,1,4991,2,4,13,14,5.864,normal
2.5,0.6,1,0.5,660,609,1.083744,994,105,129034,3,3,4,10.8,11.688,bully
3.5,1.8,1,0.5,660,609,1.083744,994,105,129034,1,7,14,13.3,9.43,bully
1.8,1.4,0.7,0.5,660,609,1.083744,994,105,129034,1,1,13,13.6,9.527,bully
4.3,1.7,0.9,0.5,660,609,1.083744,994,105,129034,3,2,9,11.2,10.807,bully
3.5,2,1.1,0.5,660,609,1.083744,994,105,129034,1,3,11,13.3,9.746,bully
3.3,1.5,0.9,0.5,660,609,1.083744,994,105,129034,0,0,12,12.1,10.402,bully
3.8,1.7,0.9,0.5,660,609,1.083744,994,105,129034,1,2,16,14.4,9.043,spam
2.9,1.2,0.9,0.5,660,609,1.083744,994,105,129034,5,1,9,13.5,9.903,aggressive
2.7,1.2,1.1,0.5,660,609,1.083744,994,105,129034,0,0,12,11.4,11.027,aggressive
2.1,1,0.9,0.5,660,609,1.083744,994,105,129034,1,0,9,12.5,10.822,aggressive
2.1,1.1,0.7,0.5,660,609,1.083744,994,105,129034,2,1,13,12.6,10.269,aggressive
1.3,1.7,0.3,0.5,276,1104,0.25,576,23,35612,1,1,6,10.1,9.015,spam
1.2,1,0.2,0.5,276,1104,0.25,576,23,35612,6,2,8,10.1,10.999,normal
1.5,0.6,0.2,0.5,276,1104,0.25,576,23,35612,0,1,9,9,11.552,normal
1.6,1.4,0.2,0.5,276,1104,0.25,576,23,35612,1,0,6,7.6,11.068,normal
1.1,1.7,0.3,0.5,104,189,0.550265,329,0,8304,9,5,14,14.1,7.149,spam
1,1,0.5,0.5,104,189,0.550265,329,0,8304,3,2,3,12.167,8.373,normal
1,2875,0,0.5,559,735,0.760544,437,27,69572,2,0,7,12.625,6.226,normal
1,1.5,1,0.5,0,0,0,339,0,30,2,0,2,11.167,6.564,normal
0.833333,4,0.5,0.5,78,148,0.527027,1496,4,15472,2,0,1,13.333,8.734,normal
1,3.4,0.6,0.5,61,243,0.251029,379,8,9429,1,3,12,10.2,12.036,normal
1,0.5,0.333333,0.5,327,151,2.165563,436,9,46996,2,4,14,12.333,7.31,normal
1,1.5,0,0.5,2,89,0.022472,497,0,7301,2,0,2,4,8.667,spam
1.4,1.9,0.3,0.5,46,47,0.978723,652,25,43553,2,1,4,7.7,10.677,normal
875,1375,375,0.5,30,127,0.23622,362,0,5965,10,1,18,15,6.595,normal
1,1.4,0.5,0.5,29,54,0.537037,954,5,28626,1,0,6,8.1,10.182,spam
1,0.7,0.1,0.5,77,128,0.601563,383,3,9140,5,3,18,10.375,7.261,normal
1,1.25,0.25,0.5,77,128,0.601563,383,3,9140,3,4,7,9.4,8.581,normal
1.9,2.7,0.4,0.5,34,7,4.857143,410,6,40577,1,2,17,11.9,8.742,normal
2,3,0.3,0.5,34,7,4.857143,410,6,40577,2,2,5,8.5,10.771,normal
1.6,1.6,0.2,0.5,1,2,0.5,605,0,7458,3,5,15,10.1,7.924,normal
2.666667,2.666667,1,0.5,513,0,513,471,264,99093,2,2,4,5.8,9.442,spam
1.5,0.9,0,0.5,178,158,1.126582,436,36,98376,6,4,7,17.667,7.04,spam
1,0.3,0,0.5,18,7,2.571429,364,8,15536,5,6,11,16.333,5.622,spam
1,4.5,125,0.5,82,283,0.289753,379,0,7433,3,6,13,13.667,6.403,normal
3,0.333333,1,0.5,49,63,0.777778,213,22,2583,3,0,14,12.4,10.114,normal
2625,1875,1,0.5,1,0,1,377,3,2402,1,0,7,12,10.059,bully
3.9,1.5,0.6,0.5,1,0,1,377,3,2402,2,1,9,14.4,9.061,bully
2.9,1,0.8,0.5,1,0,1,377,3,2402,0,3,9,10.9,9.756,spam
2,1.5,0.8,0.5,1,0,1,377,3,2402,7,2,10,9.75,11.454,normal
1125,0.5,0.75,0.5,1,78,0.012821,551,1,2203,6,2,7,14.875,8.305,normal
2.5,5.5,0,0.5,7,57,0.122807,763,5,1759,0,1,3,16.333,7.3,spam
1,1.666667,0.5,0.5,39,45,0.866667,416,1,1751,7,4,7,12.667,8.143,normal
2,875,0,0.5,2,12,0.166667,339,0,1632,4,2,6,11.333,8.575,normal
3,0,2,0.5,33,66,0.5,212,8,1153,0,3,18,10.1,6.648,normal
3,0.166667,2,0.5,49,71,0.690141,212,9,1033,7,2,17,15.375,7.184,normal
3,2.5,2,0.5,0,0,0,303,0,84,3,5,13,14.333,8.336,spam
1.3,3,0,0.5,37774,28511,1.324892,2541,2726,271172,24,5,44,22.8,4.63,normal
1,2.833333,0,0.5,37774,28511,1.324892,2541,2726,271172,6,2,27,22,4.339,normal
1.111111,2.333333,0.222222,0.44,190,48,3.958333,427,0,6955,6,7,25,14.667,5.162,normal
1,4.111111,0.666667,0.44,559,735,0.760544,437,27,69572,6,2,6,12.667,6.749,normal
1,2.222222,0.444444,0.44,78,148,0.527027,1496,4,15472,4,2,5,10.778,7.212,normal
1,1.333333,0.666667,0.44,22,56,0.392857,2677,2,3224,2,1,9,8.111,9.135,normal
1,1.714286,0.571429,0.43,778,385,2.020779,938,4,27218,1,5,11,11.143,5.392,normal
3.714286,1,1,0.43,15338,9083,1.688649,476,428,251637,7,1,17,17.286,7.004,normal
1.428571,3.857143,0.285714,0.43,1473,1914,0.769592,522,1,4991,2,1,7,8.286,6.843,spam
1,6.714286,0.428571,0.43,507,251,2.01992,1459,12,26999,3,4,16,11.286,7.169,normal
1.571429,2.142857,0.428571,0.43,11236,2024,5.551383,1558,9,25130,4,2,29,17.143,7.091,spam
1,0.428571,0.142857,0.43,104,144,0.722222,399,3,6133,0,2,6,8.429,7.905,normal
1,2.571429,0.142857,0.43,104,144,0.722222,399,3,6133,1,1,8,11.286,7.99,normal
1.142857,3.857143,0.714286,0.43,0,0,0,363,0,6,2,1,10,6.857,12.327,normal
3.8,0.6,1.2,0.4,18,30,0.6,798,1,389,5,0,10,15.6,8.202,normal
7.4,2.2,1,0.4,317,638,0.496865,2731,18,7786,0,1,2,11.4,10.709,normal
1.4,1.2,0.8,0.4,384,404,0.950495,1722,24,11284,3,2,9,13.4,7.315,normal
2.2,0.6,0.8,0.4,560,1995,0.280702,1552,32,39108,2,0,10,11.4,10.063,normal
3,0.2,0.8,0.4,1327,2231,0.594801,599,61,27794,4,3,7,10.4,9.003,normal
1,2.4,0.6,0.4,762,563,1.353464,657,3,12256,5,6,17,12.8,6.923,normal
2,0.6,0.8,0.4,1466,1307,1.121653,605,110,1258,0,0,8,9.6,8.798,normal
3.8,1.8,1,0.4,15338,9083,1.688649,476,428,251637,9,3,6,17.6,6.889,normal
3.4,2.4,1,0.4,15338,9083,1.688649,476,428,251637,2,2,9,15.6,7.885,normal
2.4,0.4,1,0.4,10816,1646,6.571081,1033,103,42637,3,0,6,8.8,10.628,normal
1,3.2,0.8,0.4,10339,3014,3.430325,1047,124,102931,4,5,21,8.1,12.892,normal
1,4,0.8,0.4,1473,1914,0.769592,522,1,4991,5,2,4,11.6,6.783,normal
1.4,0.4,0.4,0.4,1029,1983,0.518911,598,3,15493,1,6,15,14.6,7.287,spam
1.6,8.6,0.8,0.4,1029,1983,0.518911,598,3,15493,1,2,9,9.2,6.159,spam
1,2.4,0.2,0.4,872,1083,0.805171,479,1,13926,5,1,14,10.6,6.623,normal
1,0.6,1,0.4,5367,2086,2.572867,1728,48,32625,6,6,10,17,6.626,normal
3.8,2.1,0.9,0.4,660,609,1.083744,994,105,129034,0,1,16,13.1,9.729,bully
3.4,2,0.8,0.4,660,609,1.083744,994,105,129034,0,1,9,13,10.151,spam
2.8,0.9,0.8,0.4,660,609,1.083744,995,105,129034,0,1,9,11.6,10.914,normal
1.2,3,0.6,0.4,23,265,0.086792,1373,0,1665,3,2,8,14.6,5.747,normal
1.5,2.2,0.2,0.4,276,1104,0.25,576,23,35612,3,3,12,10,9.888,normal
1.3,1.6,0.3,0.4,276,1104,0.25,576,23,35612,0,1,11,9.4,9.87,normal
1.8,5.4,0.8,0.4,11236,2024,5.551383,1558,9,25130,0,1,28,17.4,6.821,spam
1,3.4,0.4,0.4,29,203,0.142857,737,0,3539,2,2,6,11.6,8.01,normal
1,4.1,0.4,0.4,190,48,3.958333,427,0,6955,0,4,15,11.9,5.917,normal
0.9,2,0.4,0.4,104,189,0.550265,329,0,8304,2,5,18,10.1,9.024,normal
1.4,1.8,0.2,0.4,65,62,1.048387,399,0,83,1,1,9,12.6,5.597,spam
2.6,1.6,1,0.4,4996,298,16.765101,2248,57,110001,2,0,0,8.8,7.283,spam
1,1.6,0.6,0.4,55,310,0.177419,928,5,13397,1,3,6,10.8,9.854,normal
1,0.9,0.2,0.4,77,128,0.601563,383,3,9140,5,0,7,9.1,7.576,normal
1,0.3,0.2,0.4,77,128,0.601563,383,3,9140,4,6,21,12.1,7.514,normal
1.9,2.7,0.3,0.4,34,7,4.857143,410,6,40577,4,5,14,12.4,8.055,normal
1.9,2.4,0.4,0.4,34,7,4.857143,410,6,40577,2,2,13,11.3,8.495,normal
2.1,3.8,0.5,0.4,34,7,4.857143,410,6,40577,2,1,14,11.6,9.918,normal
1,2.2,0,0.4,4,10,0.4,329,0,3324,0,0,8,12.4,6.046,spam
